Paradigm.thisRepN,Paradigm.thisTrialN,Paradigm.thisN,Paradigm.thisIndex,first_set.thisRepN,first_set.thisTrialN,first_set.thisN,first_set.thisIndex,new_trial_text.started,new_trial_text.stopped,true_pattern.started,true_pattern.stopped,cross.started,cross.stopped,cue_right.started,cue_right.stopped,cue_left.started,cue_left.stopped,pattern1.started,pattern1.stopped,test_if_button_keyboard.keys,test_if_button_keyboard.started,test_if_button_keyboard.stopped,pattern2.started,pattern2.stopped,button_resp2.keys,pattern3.started,pattern3.stopped,button_resp3.keys,pattern4.started,pattern4.stopped,button_resp4.keys,pattern5.started,pattern5.stopped,button_resp5.keys,cross2.started,cross2.stopped,feedback_string.started,feedback_string.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,15.506735799997841,16.06301320000057,1.011554700005945,1.011554700005945,16.358406899998954,18.51992859999882,None,None,19.359151500000735,21.358951199999865,7.011861400005728,7.011861400005728,None,None,None,8.478145800003404,8.478145800003404,None,9.943192300004739,9.943192300004739,None,11.410280700005387,11.410280700005387,None,11.410280700005387,11.410280700005387,None,21.358951199999865,31.358898399997997,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,1,0,1,0,31.495124599998235,32.07550439999977,1.0042752199951792,1.0042752199951792,32.375821099998575,34.536290899999585,35.376251599998795,37.37565959999847,None,None,7.004108819997782,7.004108819997782,None,None,None,8.469520519996877,8.469520519996877,None,9.938478719996056,9.938478719996056,None,11.405874619995302,11.405874619995302,None,11.405874619995302,11.405874619995302,None,37.37565959999847,47.37591880000036,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,2,0,2,0,47.49204449999888,48.075970300000336,1.0101357200001075,1.0101357200001075,48.37585659999968,50.538777499998105,51.376033199998346,53.378885699999955,None,None,7.0103927199998,7.0103927199998,None,None,None,8.475248319999082,8.475248319999082,None,9.940404720000515,9.940404720000515,None,11.406715619999886,11.406715619999886,None,11.406715619999886,11.406715619999886,None,53.378885699999955,63.36742179999783,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,3,0,3,0,63.48324549999961,64.05969389999882,1.0048937200008368,1.0048937200008368,64.35978700000123,66.52256409999973,None,None,67.35962310000104,69.35978519999844,7.004547520002234,7.004547520002234,None,None,None,8.470975520001957,8.470975520001957,None,9.939381320000393,9.939381320000393,None,11.405804519999947,11.405804519999947,None,11.405804519999947,11.405804519999947,None,69.35978519999844,79.35999129999982,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,4,0,4,0,79.4903779999986,80.07676540000102,1.0123440199968172,1.0123440199968172,80.37687069999811,82.53968579999855,None,None,83.37702229999923,85.37691419999828,7.012299519996304,7.012299519996304,None,None,None,8.476598119996197,8.476598119996197,None,9.942424419994495,9.942424419994495,None,11.409543619996839,11.409543619996839,None,11.409543619996839,11.409543619996839,None,85.37691419999828,95.37713839999924,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,5,0,5,0,95.49272329999803,96.0771261000009,1.0107759199963766,1.0107759199963766,96.37723569999798,98.53904689999763,99.3770113999999,101.37709729999915,None,None,7.01059071999407,7.01059071999407,None,None,None,8.476350219996675,8.476350219996675,None,9.942516219995014,9.942516219995014,None,11.408193619994563,11.408193619994563,None,11.408193619994563,11.408193619994563,None,101.37709729999915,111.3776257999998,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,6,0,6,0,111.49593509999977,112.07747290000043,1.0062842200022715,1.0062842200022715,112.37757359999887,114.54076770000029,115.37760309999794,117.3775084000008,None,None,7.006188920000568,7.006188920000568,None,None,None,8.470829919999233,8.470829919999233,None,9.93549831999917,9.93549831999917,None,11.400537120000081,11.400537120000081,None,11.400537120000081,11.400537120000081,None,117.3775084000008,127.37762490000023,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,7,0,7,0,127.49126179999803,128.07779609999852,1.012286919998587,1.012286919998587,128.3779226000006,130.5404340999994,131.37782900000093,133.37789669999984,None,None,7.012217120001878,7.012217120001878,None,None,None,8.476771120000194,8.476771120000194,None,9.942007519999606,9.942007519999606,None,11.408218020002096,11.408218020002096,None,11.408218020002096,11.408218020002096,None,133.37789669999984,None,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,8,0,8,0,143.47801329999857,144.0619110000007,1.0093251200014492,1.0093251200014492,144.3617363000012,146.52505019999808,None,None,147.3619018999998,149.36173399999825,7.009299720000854,7.009299720000854,None,None,None,8.477826620000997,8.477826620000997,None,9.947349420002865,9.947349420002865,None,11.412660420002794,11.412660420002794,None,11.412660420002794,11.412660420002794,None,149.36173399999825,159.36189139999988,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,9,0,9,0,159.4774112999985,160.06189259999883,1.0118768199972692,1.0118768199972692,160.36201459999938,162.5237133999981,None,None,163.36207219999778,165.36202330000015,7.011858919995575,7.011858919995575,None,None,None,8.476942019995477,8.476942019995477,None,9.941997319994698,9.941997319994698,None,11.407868919995963,11.407868919995963,None,11.407868919995963,11.407868919995963,None,165.36202330000015,175.36226929999975,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.3940896999993,None,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,0,0,0,0,191.4761956000002,192.0626489999995,1.0134980200018617,1.0134980200018617,192.36257439999827,194.52463530000023,None,None,195.36280220000117,197.36223170000085,7.013656620001711,7.013656620001711,None,None,None,8.477679220002756,8.477679220002756,None,9.944710020001367,9.944710020001367,None,11.41180462000193,11.41180462000193,None,11.41180462000193,11.41180462000193,None,197.36223170000085,207.36269900000116,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
